Codigo,Descricao,Referencias
R872,"Achados anormais de material proveniente dos órgãos genitais femininos - nível anormal de outras drogas, medicamentos e substâncias biológicas",NA
R873,Achados anormais de material proveniente dos órgãos genitais femininos - nível anormal de substâncias cuja origem é essencialmente não medicinal,NA
R874,Achados anormais de material proveniente dos órgãos genitais femininos - achados imunológicos anormais,NA
R875,Achados anormais de material proveniente dos órgãos genitais femininos - achados microbiológicos anormais,NA
R876,Achados anormais de material proveniente dos órgãos genitais femininos - achados citológicos anormais,NA
R877,Achados anormais de material proveniente dos órgãos genitais femininos - achados histológicos anormais,NA
R878,Achados anormais de material proveniente dos órgãos genitais femininos - outros achados anormais,NA
R879,Achados anormais de material proveniente dos órgãos genitais femininos - achado anormal não especificado,NA
R890,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - nível enzimático anormal",NA
R891,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - nível hormonal anormal",NA
R892,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - nível anormal de outras drogas, medicamentos e substâncias biológicas",NA
R893,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - nível anormal de substâncias cuja origem é essencialmente não medicinal",NA
R894,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - achados imunológicos anormais",NA
R895,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - achados microbiológicos anormais",NA
R896,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - achados citológicos anormais",NA
R897,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - achados histológicos anormais",NA
R898,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - outros achados anormais",NA
R899,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos - achado anormal não especificado",NA
R900,Lesão intracraniana ocupando espaço,NA
R908,Outros resultados anormais de exames para diagnóstico por imagem do sistema nervoso central,NA
R91,"Achados anormais, de exames para diagnóstico por imagem, do pulmão",NA
R92,"Achados anormais, de exames para diagnóstico por imagem, da mama",NA
R930,Achados anormais de exames para diagnóstico por imagem do crânio e da cabeça não classificados em outra parte,NA
R931,Achados anormais de exames para diagnóstico por imagem do coração e da circulação coronariana,NA
R932,Achados anormais de exames para diagnóstico por imagem do fígado e das vias biliares,NA
R933,Achados anormais de exames para diagnóstico por imagem de outras partes do tubo digestivo,NA
R934,Achados anormais de exames para diagnóstico por imagem dos órgãos urinários,NA
R935,"Achados anormais de exames para diagnóstico por imagem de outras regiões do abdome, incluindo o retroperitônio",NA
R936,Achados anormais de exames para diagnóstico por imagem dos membros,NA
R937,Achados anormais de exames para diagnóstico por imagem de outras partes do sistema osteomuscular,NA
R938,Achados anormais de exames diagnósticos por imagem de outras estruturas somáticas especificadas,NA
R940,Resultados anormais de estudos de função do sistema nervoso central,NA
R941,Resultados anormais de estudos de função do sistema nervoso periférico e dos órgãos dos sentidos,NA
R942,Resultados anormais de estudos da função pulmonar,NA
R943,Resultados anormais de estudos da função cardiovascular,NA
R944,Resultados anormais de estudos de função renal,NA
R945,Resultados anormais de estudos de função hepática,NA
R946,Resultados anormais de estudos de função tireoidiana,NA
R947,Resultados anormais de estudos de função de outras glândulas endócrinas,NA
R948,"Resultados anormais de estudos de função de outros órgãos, aparelhos e sistemas",NA
R95,Síndrome da morte súbita na infância,NA
R960,Morte instantânea,NA
R961,"Morte que ocorre em menos de 24 horas após o início dos sintomas, que não pode ser explicada",NA
R98,Morte sem assistência,NA
R99,Outras causas mal definidas e as não especificadas de mortalidade,NA
S000,Traumatismo superficial do couro cabeludo,NA
S001,Contusão da pálpebra e da região periocular,NA
S002,Outros traumatismos superficiais da pálpebra e da região periocular,NA
S003,Traumatismo superficial do nariz,NA
S004,Traumatismo superficial do ouvido,NA
S005,Traumatismo superficial dos lábios e da cavidade oral,NA
S007,Traumatismos superficiais múltiplos da cabeça,NA
S008,Traumatismo superficial de outras partes da cabeça,NA
S009,"Traumatismo superficial da cabeça, parte não especificada",NA
S010,Ferimento do couro cabeludo,NA
S011,Ferimento da pálpebra e da região periocular,NA
S012,Ferimento do nariz,NA
S013,Ferimento do ouvido,NA
S014,Ferimento da bochecha e região têmporo-mandibular,NA
S015,Ferimento do lábio e da cavidade oral,NA
S017,Ferimentos múltiplos da cabeça,NA
S018,"Ferimento na cabeça, de outras localizações",NA
S019,"Ferimento na cabeça, parte não especificada",NA
S020,Fratura da abóbada do crânio,NA
S021,Fratura da base do crânio,NA
S022,Fratura dos ossos nasais,NA
S023,Fratura do assoalho orbital,NA
S024,Fratura dos ossos malares e maxilares,NA
S025,Fratura de dentes,NA
S026,Fratura de mandíbula,NA
S027,Fraturas múltiplas envolvendo os ossos do crânio e da face,NA
S028,Outras fraturas do crânio e dos ossos da face,NA
S029,"Fratura do crânio ou dos ossos da face, parte não especificada",NA
S030,Luxação do maxilar,NA
S031,Luxação da cartilagem do septo nasal,NA
S032,Luxação dentária,NA
S033,Luxação de outras partes da cabeça e das não especificadas,NA
S034,Entorse e distensão do maxilar,NA
S035,Entorse e distensão da articulações e dos ligamentos de outras localizações e de localizações não especificadas da cabeça,NA
S040,Traumatismo do nervo e das vias ópticas,NA
S041,Traumatismo do nervo oculomotor,NA
S042,Traumatismo do nervo troclear,NA
S043,Traumatismo do nervo trigêmeo,NA
S044,Traumatismo do nervo abducente,NA
S045,Traumatismo do nervo facial,NA
S046,Traumatismo do nervo acústico,NA
S047,Traumatismo do nervo acessório,NA
S048,Traumatismo de outros nervos cranianos,NA
S049,Traumatismo de nervo craniano não especificado,NA
S050,Traumatismo da conjuntiva e abrasão da córnea sem menção de corpo estranho,NA
S051,Contusão do globo ocular e dos tecidos da órbita,NA
S052,Laceração e ruptura ocular com prolapso ou perda de tecido intra-ocular,NA
S053,Laceração ocular sem prolapso ou perda de tecido intra-ocular,NA
S054,Ferimento penetrante da órbita com ou sem corpo estranho,NA
S055,Ferimento penetrante do globo ocular com corpo estranho,NA
S056,Ferimento penetrante do globo ocular sem corpo estranho,NA
S057,Avulsão do olho,NA
S058,Outros traumatismos do olho e da órbita,NA
S059,"Traumatismo do olho e da órbita, não especificado",NA
S060,Concussão cerebral,NA
S061,Edema cerebral traumático,NA
S062,Traumatismo cerebral difuso,NA
S063,Traumatismo cerebral focal,NA
S064,Hemorragia epidural,NA
S065,Hemorragia subdural devida a traumatismo,NA
S066,Hemorragia subaracnóide devida a traumatismo,NA
S067,Traumatismo intracraniano com coma prolongado,NA
S068,Outros traumatismos intracranianos,NA
S069,"Traumatismo intracraniano, não especificado",NA
S070,Lesão por esmagamento da face,NA
S071,Lesão por esmagamento do crânio,NA
S078,Lesão por esmagamento de outras partes da cabeça,NA
S079,"Lesão por esmagamento da cabeça, parte não especificada",NA
S080,Avulsão do couro cabeludo,NA
S081,Amputação traumática da orelha,NA
S088,Amputação traumática de outras partes da cabeça,NA
S089,Amputação traumática de parte não especificada da cabeça,NA
S090,Traumatismo dos vasos sangüíneos da cabeça não classificados em outra parte,NA
S091,Traumatismo dos músculos e dos tendões da cabeça,NA
S092,Ruptura traumática do tímpano,NA
S097,Traumatismos múltiplos da cabeça,NA
S098,Outros traumatismos especificados da cabeça,NA
S099,Traumatismo não especificado da cabeça,NA
S100,Contusão da garganta,NA
S101,Outros traumatismos superficiais da garganta e os não especificados,NA
S107,Traumatismos superficiais múltiplos do pescoço,NA
S108,Traumatismo superficial de outras localizações do pescoço,NA
S109,"Traumatismo superficial do pescoço, parte não especificada",NA
S110,Ferimento envolvendo a laringe e a traquéia,NA
S111,Ferimento da glândula tireóide,NA
S112,Ferimento envolvendo a faringe e o esôfago cervical,NA
S117,Ferimentos múltiplos do pescoço,NA
S118,Ferimentos de outras partes do pescoço,NA
S119,"Ferimentos do pescoço, parte não especificada",NA
S120,Fratura da primeira vértebra cervical,NA
S121,Fratura da segunda vértebra cervical,NA
S122,Fratura de outras vértebras cervicais especificadas,NA
S127,Fraturas múltiplas da coluna cervical,NA
S128,Fratura de outras partes do pescoço,NA
S129,"Fratura do pescoço, parte não especificada",NA
S130,Ruptura traumática de disco intervertebral cervical,NA
S131,Luxação de vértebra cervical,NA
S132,Luxação de outras partes do pescoço e das não especificadas,NA
S133,Luxações múltiplas do pescoço,NA
S134,Distensão e entorse da coluna cervical,NA
S135,Distensão e entorse da região tireoidiana,NA
S136,Distensão e entorse de articulações e de ligamentos de outras localizações e das não especificadas do pescoço,NA
S140,Concussão e edema da medula cervical,NA
S141,Outros traumatismos e os não especificados da medula cervical,NA
S142,Traumatismo da raiz nervosa da coluna cervical,NA
S143,Traumatismo do plexo braquial,NA
S144,Traumatismo dos nervos periféricos do pescoço,NA
S145,Traumatismo dos nervos simpáticos do pescoço,NA
S146,Traumatismo de outros nervos e dos não especificados do pescoço,NA
S150,Traumatismo da artéria carótida,NA
S151,Traumatismo da artéria vertebral,NA
S152,Traumatismo da veia jugular externa,NA
S153,Traumatismo da veia jugular interna,NA
S157,Traumatismo de múltiplos vasos sangüíneos ao nível do pescoço,NA
S158,Traumatismo de outros vasos sangüíneos ao nível do pescoço,NA
S159,Traumatismo de vasos sangüíneos não especificados ao nível do pescoço,NA
S16,Traumatismo de tendões e de músculos do pescoço,NA
S170,Lesão por esmagamento da laringe e da traquéia,NA
S178,Lesão por esmagamento de outras partes do pescoço,NA
S179,"Lesão por esmagamento do pescoço, parte não especificada",NA
S18,Amputação traumática ao nível do pescoço,NA
S197,Traumatismos múltiplos do pescoço,NA
S198,Outros traumatismos especificados do pescoço,NA
S199,Traumatismo não especificado do pescoço,NA
S200,Contusão da mama,NA
S201,Outros traumatismos superficiais da mama e os não especificados,NA
S202,Contusão do tórax,NA
S203,Outros traumatismos superficiais da parede anterior do tórax,NA
S204,Outros traumatismos superficiais da parede posterior do tórax,NA
S207,Traumatismos superficiais múltiplos do tórax,NA
S208,Traumatismo superficial de outras partes especificadas do tórax e das não especificadas,NA
S210,Ferimento da mama,NA
S211,Ferimento da parede anterior do tórax,NA
S212,Ferimento da parede posterior do tórax,NA
S217,Ferimentos múltiplos da parede torácica,NA
S218,Ferimento de outras partes do tórax,NA
S219,Ferimento do tórax parte não especificada,NA
S220,Fratura de vértebra torácica,NA
S221,Fraturas múltiplas da coluna torácica,NA
S222,Fratura do esterno,NA
S223,Fratura de costela,NA
S224,Fraturas múltiplas de costelas,NA
S225,Tórax fundido (oscilante),NA
S228,Fraturas de outras partes dos ossos do tórax,NA
S229,"Fratura dos ossos do tórax, parte não especificada",NA
S230,Ruptura traumática de disco intervertebral torácico,NA
S231,Luxação de vértebra torácica,NA
S232,Luxação de outras partes do tórax e das não especificadas,NA
S233,Entorse e distensão da coluna torácica,NA
S234,Entorse e distensão das costelas e do esterno,NA
S235,Entorse e distensão de outras partes do tórax e de partes não especificadas,NA
S240,Concussão e edema da medula espinhal torácica,NA
S241,Outros traumatismos da medula espinhal torácica e os não especificados,NA
S242,Traumatismo da raiz de nervo da coluna torácica,NA
S243,Traumatismo de nervos periféricos do tórax,NA
S244,Traumatismo de nervos simpáticos do tórax,NA
S245,Traumatismo de outros nervos do tórax,NA
S246,Traumatismo de nervo do tórax não especificado,NA
S250,Traumatismo da aorta torácica,NA
S251,Traumatismo da artéria subclávia ou inominada [braquiocefálica],NA
S252,Traumatismo da veia cava superior,NA
S253,Traumatismo da veia subclávia ou inominada [braquiocefálica],NA
S254,Traumatismo de vasos sangüíneos pulmonares,NA
S255,Traumatismo de vasos sangüíneos intercostais,NA
S257,Traumatismo de múltiplos vasos sangüíneos do tórax,NA
S258,Traumatismo de outros vasos sangüíneos do tórax,NA
S259,Traumatismo de vaso sangüíneo não especificado do tórax,NA
S260,Traumatismo do coração com hemopericárdio,NA
S268,Outros traumatismos do coração,NA
S269,Traumatismo do coração não especificado,NA
S270,Pneumotórax traumático,NA
S271,Hemotórax traumático,NA
S272,Hemopneumotórax traumático,NA
S273,Outros traumatismos do pulmão,NA
S274,Traumatismo dos brônquios,NA
S275,Traumatismo da traquéia torácica,NA
S276,Traumatismo da pleura,NA
S277,Traumatismos múltiplos de órgãos intratorácicos,NA
S278,Traumatismo de outros órgãos intratorácicos especificados,NA
S279,Traumatismo de órgão intratorácico não especificado,NA
S280,Esmagamento do tórax,NA
S281,Amputação traumática de parte do tórax,NA
S290,Traumatismo de músculo e de tendão ao nível tóracico,NA
S297,Traumatismos múltiplos do tórax,NA
S298,Outros traumatismos especificados do tórax,NA
S299,Traumatismo não especificado do tórax,NA
S300,Contusão do dorso e da pelve,NA
S301,Contusão da parede abdominal,NA
S302,Contusão dos órgãos genitais externos,NA
S307,"Traumatismos superficiais múltiplos do abdome, do dorso e da pelve",NA
S308,"Outros traumatismos superficiais do abdome, do dorso e da pelve",NA
S309,"Traumatismo superficial de parte não especificada do abdome, do dorso e da pelve",NA
S310,Ferimento do dorso e da pelve,NA
S311,Ferimento da parede abdominal,NA
S312,Ferimento do pênis,NA
S313,Ferimento do escroto e do testículo,NA
S314,Ferimento da vagina e da vulva,NA
S315,Ferimento de outros órgãos genitais externos e os não especificados,NA
